scientificName,scientificNameAuthorship,subtaxonAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,superfamily,family,subfamily,tribe,genus,specificEpithet,hybrid,subspecies,variety,establishmentMeans,provincialStatus,nationalStatus,firstReported,firstReportedBy,firstReportedSource,firstReportedCollectionNumber,firstReportedGBIF,lastReported,lastReportedBy,lastReportedSource,lastReportedCollectionNumber,lastReportedGBIF,recordCount,reportingStatus,iNatObservationStatus,notes,ID,statsCode,iNaturalistTaxonId,iNaturalistTaxonName,nameStatus
Luetkea pectinata,(Pursh) Kuntze.,,partridgefoot,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Spiraeeae,Luetkea,Luetkea pectinata,,,,native,S5 (2015),,1913-08-03,F. Perry,UBC,V33280,,2024-09-21,nisargch,iNaturalist,243233531,,361,confirmed,observed,,77842,VAS,77842,Luetkea pectinata,accepted
Lunaria annua,L.,,annual honesty,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Biscutelleae,Lunaria,Lunaria annua,,,,exotic,SNA (2019),,1931-05-23,"Groh, H.",DAO,13636,,2024-06-23,Ally Steele,iNaturalist,224736136,,31,confirmed,observed,,55886,VAS,55886,Lunaria annua,accepted
Lupinus arcticus ssp. subalpinus,S. Watson,(Piper & B.L.Rob.) D.B.Dunn,Arctic lupine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Genisteae,Lupinus,Lupinus arcticus,,Lupinus arcticus subalpinus,,native,S5 (2000),,1956-08-07,vc Bink,UBC,V55398,,2024-10-13,brenmart,iNaturalist,247223226,,106,confirmed,observed,,236818,VAS,236818,Lupinus arcticus subalpinus,accepted
Lupinus latifolius ssp. latifolius,Lindl. ex J.Agardh,,broadleaf lupine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Genisteae,Lupinus,Lupinus latifolius,,Lupinus latifolius latifolius,,native,S5 (2019),,1912-08-15,John Davidson,UBC,V24015,,2024-10-13,brenmart,iNaturalist,247221176,,67,confirmed,observed,,64242,VAS,64242,Lupinus latifolius latifolius,accepted
Lupinus lepidus var. lobbii,Douglas ex Lindl.,(A.Gray ex S.Watson) C.L.Hitchc.,lobb's lupine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Genisteae,Lupinus,Lupinus lepidus,,,Lupinus lepidus lobbii,native,S4S5 (2019),,2020-08-16,judith holm,iNaturalist,56902031,,2022-09-05,Joan Septembre,iNaturalist,134503934,,8,new 2020,observed,,81068,VAS,81068,Lupinus lepidus lobbii,accepted
Lupinus littoralis,Dougl.,,seashore lupine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Genisteae,Lupinus,Lupinus littoralis,,,,native,S5 (2019),,1997-05-18,Gerald B. Straley,UBC,V226290,,2024-04-26,Emma,iNaturalist,213084795,,23,confirmed,observed,,77872,VAS,77872,Lupinus littoralis,accepted
Lupinus polyphyllus ssp. polyphyllus,Lindl.,,large-leaved lupine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Genisteae,Lupinus,Lupinus polyphyllus,,Lupinus polyphyllus polyphyllus,,native,S4 (2001),,2012-07-25,"Erin R. Manton, A. van der Linde, J. Shiller",UBC,V239695,,2024-09-20,Ellen Guiling,iNaturalist,243121002,,157,confirmed,observed,,61016,VAS,61016,Lupinus polyphyllus polyphyllus,accepted
Luzula comosa var. comosa,E. Mey.,,Pacific woodrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,Luzula comosa,,,Luzula comosa comosa,native,S5 (2020),,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:314,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:314,,1,new 2020,unobserved,,81079,VAS,81079,Luzula comosa comosa,accepted
Luzula comosa var. laxa,E. Mey.,Buchenau,Pacific woodrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,Luzula comosa,,,Luzula comosa laxa,native,S4 (2000),,2020-06-14,Chloe and Trevor Van Loon,iNaturalist,49947750,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:313,,3,new 2020,observed,,57111,VAS,81080,Luzula comosa laxa,accepted
Luzula glabrata,(Hoppe) Desv.,,smooth woodrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,Luzula glabrata,,,,exotic,unlisted,,1979-08-22,Ted Lea,RBCM,V146553,,1979-08-22,Ted Lea,RBCM,V146553,,1,reported,unobserved,,164944,VAS,164944,Luzula glabrata,accepted
Luzula hitchcockii,Hämet-Ahti,,hitchccock's woodrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,Luzula hitchcockii,,,,native,S5 (2019),,2014-07-26,judith holm,iNaturalist,8898086,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:315,,6,confirmed,observed,,143686,VAS,143686,Luzula hitchcockii,accepted
Luzula macrantha,(S. Watson) Zika & B.L. Wilson,,prairie woodrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,Luzula macrantha,,,,native,S4S5 (2019),,2008-06-23,P. F. Zika,UWBM,190940,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:316,,2,reported,unobserved,,890625,VAS,890625,Luzula macrantha,accepted
Luzula multiflora ssp. multiflora,(Ehrh.) Lej.,,heath woodrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,Luzula multiflora,,Luzula multiflora multiflora,,exotic,SNA (2015),,2018-06-10,judith holm,iNaturalist,13347388,,2024-05-13,Gwen L'Hirondelle,iNaturalist,215735139,,17,new 2018,observed,,237139,VAS,237139,Luzula multiflora multiflora,accepted
Luzula parviflora ssp. fastigiata,(Ehrh.) Desv.,(E.Mey.) Hämet-Ahti,forked wood-rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,Luzula parviflora,,Luzula parviflora fastigiata,,native,S5 (2020),,1913-08-07,John Davidson,UBC,V47639,,1913-08-07,John Davidson,UBC,V47639,,1,reported,unobserved,,80006,VAS,80006,Luzula parviflora fastigiata,accepted
Luzula parviflora ssp. parviflora,(Ehrh.) Desv,,small-flowered woodrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,Luzula parviflora,,Luzula parviflora parviflora,,native,S5 (2020),,1977-08-06,Christopher Clement,RBCM,V146581,,2024-09-28,judith holm,iNaturalist,245314492,,53,confirmed,observed,,80007,VAS,80007,Luzula parviflora parviflora,accepted
Luzula piperi,(Coville) M.E.Jones,,Piper's wood-rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,Luzula piperi,,,,native,S5 (2019),,1913-03-08,A. E. Baggs,UBC,V237851,,2023-07-29,phmstone,iNaturalist,186130791,,5,confirmed,observed,,77898,VAS,77898,Luzula piperi,accepted
Luzula spicata,(L.( DeConte,,spiked wood-rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,Luzula spicata,,,,native,S5 (2019),,1912-08-11,John Davidson,UBC,V47660,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:318,,2,reported,unobserved,,77899,VAS,77899,Luzula spicata,accepted
Luzula subsessilis,(S. Watson) Buchenau,,Pacific woodrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,Luzula subsessilis,,,,native,S5 (2000),,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:319,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:319,,1,new 2020,unobserved,,77901,VAS,77901,Luzula subsessilis,accepted
Luzula wahlenbergii,Rupr.,,reindeer wood-rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,Luzula wahlenbergii,,,,native,unlisted,,1913-08-01,John Davidson,UBC,V49230,,1966-08-16,Collector(s): B. Fraser,UAM,UAM:Herb:39975,,3,reported,unobserved,,164951,VAS,164951,Luzula wahlenbergii,accepted
Lycopodiella inundata,(L.) Holub,,inundated bog clubmoss,Plantae,Tracheophyta,,,Lycopodiopsida,,,Lycopodiales,,,Lycopodiaceae,Lycopodielloideae,,Lycopodiella,Lycopodiella inundata,,,,native,S5 (2019),,1973-08-07,Thomas M.C. Taylor,UBC,V146649,,2024-08-05,dani_t,iNaturalist,234076539,,32,confirmed,observed,,77913,VAS,77913,Lycopodiella inundata,accepted
Lycopodium clavatum,L.,,stag's-horn clubmoss,Plantae,Tracheophyta,,,Lycopodiopsida,,,Lycopodiales,,,Lycopodiaceae,Lycopodioideae,,Lycopodium,Lycopodium clavatum,,,,native,S5 (2015),,1995-07-16,"Straley, Gerald",USCH,,,2024-10-12,Ben Keen,iNaturalist,247032434,,279,confirmed,observed,,77914,VAS,77914,Lycopodium clavatum,accepted
Lycopus europaeus,L.,,European water-horehound,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Lycopus,Lycopus europaeus,,,,native,S5 (2019),,2021-08-29,Ben Keen,iNaturalist,92930111,,2022-08-24,Chloe Shore,iNaturalist,132442126,,4,new 2021,observed,,133036,VAS,133036,Lycopus europaeus,accepted
Lycopus uniflorus,Michx.,,northern bugleweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Lycopus,Lycopus uniflorus,,,,native,S5 (2015),,1915-08-01,Fred Perry,UBC,V49211,,2024-09-19,Ben Keen,iNaturalist,242801236,,41,confirmed,observed,,77915,VAS,77915,Lycopus uniflorus,accepted
Lysichiton americanus,Hultén & H.St.John,,western skunk cabbage,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,Araceae,Orontioideae,,Lysichiton,Lysichiton americanus,,,,native,S5 (2019),,1996-04-25,J. Burke Korol,iNaturalist,9450150,,2024-10-06,Heather Schneider,iNaturalist,246075167,,626,confirmed,observed,,48537,VAS,48537,Lysichiton americanus,accepted
Lysimachia arvensis,(L.) U.Manns & Anderb.,,scarlet pimpernel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Primulaceae,Myrsinoideae,,Lysimachia,Lysimachia arvensis,,,,exotic,SNA (2019),,2023-09-22,Jackson W.F. Chu,iNaturalist,184462468,,2024-06-18,KDyke,iNaturalist,223605470,,2,new 2023,observed,,791928,VAS,791928,Lysimachia arvensis,accepted
Lysimachia borealis,Rafinesque) U. Manns & Anderberg,,starflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Primulaceae,Myrsinoideae,,Lysimachia,Lysimachia borealis,,,,native,S4S5 (2015),,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:323,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:323,,1,new 2020,unobserved,Reported as: Trientalis borealis ssp. latifolia,204174,VAS,204174,Lysimachia borealis,accepted
Lysimachia europaea,(L.) U.Manns & Anderb.,,Arctic starflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Primulaceae,Myrsinoideae,,Lysimachia,Lysimachia europaea,,,,native,S4S5 (2015),,1915-06-13,F. Perry,UBC,V35182,,2024-07-28,arial,iNaturalist,232427505,,45,confirmed,observed,,716947,VAS,716947,Lysimachia europaea,accepted
Lysimachia latifolia,(Hook.) Cholewa,,western star flower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Primulaceae,Myrsinoideae,,Lysimachia,Lysimachia latifolia,,,,native,S4S5 (2015),,2012-05-21,judith holm,iNaturalist,32681744,,2024-10-06,Gavin Petersen,iNaturalist,246005118,,499,confirmed,observed,,496537,VAS,496537,Lysimachia latifolia,accepted
Lysimachia maritima,"(L.) Galasso, Banfi & Soldano",,sea milkwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Primulaceae,Myrsinoideae,,Lysimachia,Lysimachia maritima,,,,native,S5 (2001),,2011-06-13,grivesolitaire,iNaturalist,151145822,,2024-09-29,laiet17,iNaturalist,244836183,,79,confirmed,observed,,204175,VAS,204175,Lysimachia maritima,accepted
Lysimachia nummularia,L.,,creeping loosestrife,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Primulaceae,Myrsinoideae,,Lysimachia,Lysimachia nummularia,,,,exotic,SNA (2019),,2020-03-23,Nic N.,iNaturalist,40605467,,2024-07-05,Andrew Simon,iNaturalist,227564735,,8,new 2020,observed,,51809,VAS,51809,Lysimachia nummularia,accepted
Lysimachia punctata,L.,,dotted loosestrife,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Primulaceae,Myrsinoideae,,Lysimachia,Lysimachia punctata,,,,exotic,SNA (2019),,2019-06-06,jloh,iNaturalist,26526433,,2024-07-05,Andrew Simon,iNaturalist,227564734,,19,new 2019,observed,,51808,VAS,51808,Lysimachia punctata,accepted
Lysimachia thyrsiflora,L.,,tufted loosestrife,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Primulaceae,Myrsinoideae,,Lysimachia,Lysimachia thyrsiflora,,,,native,S4S5 (2015),,2015-05-31,judith holm,iNaturalist,4395046,,2023-06-18,jocl,iNaturalist,168170637,,39,confirmed,observed,,77917,VAS,77917,Lysimachia thyrsiflora,accepted
Lythrum salicaria,L.,,purple loosestrife,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Lythraceae,,,Lythrum,Lythrum salicaria,,,,exotic,SNA (2001),,2018-07-23,judith holm,iNaturalist,14699261,,2024-07-23,Bentley Colwill,iNaturalist,233290114,,14,new 2018,observed,,61321,VAS,61321,Lythrum salicaria,accepted
Madia glomerata,Hook.,,clustered tarweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,Madia,Madia glomerata,,,,native,S5 (2019),,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:328,,2022-09-16,Matt M,iNaturalist,135839653,,3,new 2020,observed,,77923,VAS,77923,Madia glomerata,accepted
Madia gracilis,(Sm.) D.D. Keck,,grassy tarweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,Madia,Madia gracilis,,,,native,S5 (2019),,2015-06-06,Steve Ansell,iNaturalist,196894890,,2024-04-29,John D Reynolds,iNaturalist,212114062,,3,confirmed,observed,iNat: needs i.d.,53135,VAS,53135,Madia gracilis,accepted
Madia sativa,Molina,,coast tarweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,Madia,Madia sativa,,,,exotic,SNA (2019),,2020-12-22,Ben Keen,iNaturalist,66935852,,2020-12-22,Ben Keen,iNaturalist,66935852,,1,new 2020,observed,,53143,VAS,53143,Madia sativa,accepted
Maianthemum dilatatum,(Alph. Wood) A. Nelson & J.F. Macbr.,,western lily of the valley,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,Nolinoideae,Polygonateae,Maianthemum,Maianthemum dilatatum,,,,native,S5 (2000),,1961-05-25,"F. Vrugtman, Katherine I. Beamish, C.C.",UBC,V223435,,2024-10-12,Ben Keen,iNaturalist,247032805,,367,confirmed,observed,,63939,VAS,63939,Maianthemum dilatatum,accepted
Maianthemum racemosum ssp. amplexicaule,(L.) Link,(Nutt.) LaFrankie,solomon's plume,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,Nolinoideae,Polygonateae,Maianthemum,Maianthemum racemosum,,Maianthemum racemosum amplexicaule,,native,S5 (2015),,1967-06-24,P. Warrington,University of Lethbridge,,,2024-09-01,Steven Tamkee,iNaturalist,239490819,,136,confirmed,observed,,53012,VAS,53012,Maianthemum racemosum amplexicaule,accepted
Maianthemum stellatum,(L.) Link.,,starry false solomon's-seal,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,Nolinoideae,Polygonateae,Maianthemum,Maianthemum stellatum,,,,native,S5 (2015),,1967-06-24,P. Warrington,University of Lethbridge,,,2024-07-17,John Martin,iNaturalist,230225785,,97,confirmed,observed,,53268,VAS,53268,Maianthemum stellatum,accepted
Malus fusca,(Raf.) C.K. Schneid.,,Pacific crab apple,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Maleae,Malus,Malus fusca,,,,native,S5 (2000),,1997-05-18,Gerald B. Straley,UBC,V226207,,2024-10-06,rm1997,iNaturalist,246054840,,151,confirmed,observed,,77948,VAS,77948,Malus fusca,accepted
Malva alcea,L.,,greater musk-mallow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,Malvaceae,Malvoideae,Malveae,Malva,Malva alcea,,,,exotic,SNA,,2021-09-04,Ben Keen,iNaturalist,93645939,,2023-06-25,Lyrae,iNaturalist,172242545,,3,new 2021,observed,,146876,VAS,146876,Malva alcea,accepted
Malva moschata,L.,,musk mallow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,Malvaceae,Malvoideae,Malveae,Malva,Malva moschata,,,,exotic,SNA (2019),,2013-08-16,James Maughn,iNaturalist,367827,,2024-08-21,Yann Kemper,iNaturalist,237908807,,22,confirmed,observed,,55977,VAS,55977,Malva moschata,accepted
Malva neglecta,Wallr.,,dwarf mallow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,Malvaceae,Malvoideae,Malveae,Malva,Malva neglecta,,,,exotic,SNA (2019),,2020-07-26,maplerice,iNaturalist,54492652,,2024-10-06,kwright,iNaturalist,246146826,,7,new 2020,observed,,77952,VAS,77952,Malva neglecta,accepted
Malva sylvestris,L.,,common mallow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,Malvaceae,Malvoideae,Malveae,Malva,Malva sylvestris,,,,exotic,SNA (2019),,2021-06-14,Ramona Argolia Hartley,iNaturalist,83041280,,2024-10-06,kwright,iNaturalist,246008246,,3,new 2021,observed,,56162,VAS,56162,Malva sylvestris,accepted
Matricaria discoidea,DC.,,pineapple-weed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Anthemideae,Matricaria,Matricaria discoidea,,,,native,S5 (2015),,2018-07-16,judith holm,iNaturalist,14469550,,2024-09-08,Radu Scurtescu,iNaturalist,240712587,,66,new 2018,observed,,52992,VAS,52992,Matricaria discoidea,accepted
Medicago lupulina,L.,,black medick,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Medicago,Medicago lupulina,,,,exotic,SNA (2001),,2016-05-21,judith holm,iNaturalist,5460652,,2023-05-01,Jackson W.F. Chu,iNaturalist,158982530,,9,new 2016,observed,,57056,VAS,57056,Medicago lupulina,accepted
Medicago polymorpha,L.,,bur clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Medicago,Medicago polymorpha,,,,exotic,SNA (2019),,2020-05-11,Ben Keen,iNaturalist,45648046,,2020-05-11,Ben Keen,iNaturalist,45648046,,2,new 2020,observed,,53151,VAS,53151,Medicago polymorpha,accepted
Medicago sativa ssp. sativa,L.,,alfalfa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Medicago,Medicago sativa,,Medicago sativa sativa,,exotic,SNA (2000),,2023-08-03,Randal,iNaturalist,176639542,,2023-09-18,Gwen L'Hirondelle,iNaturalist,237414388,,2,new 2023,observed,,57070,VAS,57070,Medicago sativa sativa,accepted
Melampyrum lineare,Lam.,,American cow-wheat,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,Rhinantheae,Melampyrum,Melampyrum lineare,,,,native,S5 (2015),,1942-08-18,John W. Eastham,UBC,V29830,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:334,,3,reported,unobserved,UBC:  Garibaldi Alpine Lodge,62367,VAS,62367,Melampyrum lineare,accepted
Melica subulata,(Griseb.) Scribn.,,Alaska oniongrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Meliceae,Melica,Melica subulata,,,,native,S5 (2000),,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:335,,2021-05-21,Else Mikkelsen,iNaturalist,79747722,,3,new 2020,observed,UBC:  Bowen Island,77986,VAS,77986,Melica subulata,accepted
Melilotus albus,Medik.,,white sweet-clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Melilotus,Melilotus albus,,,,native,SNA (2001),,2015-06-07,judith holm,iNaturalist,9974458,,2024-09-01,judith holm,iNaturalist,239307271,,27,confirmed,observed,,58907,VAS,58907,Melilotus albus,accepted
Melilotus officinalis,(L.) Lam.,,yellow sweet-clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Melilotus,Melilotus officinalis,,,,exotic,SNA (2019),,2020-06-24,John D Reynolds,iNaturalist,50859184,,2020-06-24,John D Reynolds,iNaturalist,50859184,,2,new 2020,observed,,57066,VAS,57066,Melilotus officinalis,accepted
Melissa officinalis,L.,,lemon balm,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Melissa,Melissa officinalis,,,,exotic,SNA (2019),,2019-07-01,stewartyvr,iNaturalist,28015491,,2024-07-16,Wendy Anderson,iNaturalist,229892501,,29,new 2019,observed,,59901,VAS,59901,Melissa officinalis,accepted
Mentha arvensis,L.,,corn mint,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Mentha,Mentha arvensis,,,,native,S5 (2015),,2018-07-14,judith holm,iNaturalist,14398923,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:336,,2,new 2018,observed,,58188,VAS,58188,Mentha arvensis,accepted
Mentha canadensis,L.,,American cornmint,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Mentha,Mentha canadensis,,,,native,S5,,2020-07-14,Ben Keen,iNaturalist,53116685,,2024-07-10,jane_lakes,iNaturalist,228684210,,6,new 2020,observed,,77991,VAS,77991,Mentha canadensis,accepted
Menyanthes trifoliata,L.,,bogbean,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Menyanthaceae,,,Menyanthes,Menyanthes trifoliata,,,,native,S5 (2000),,2014-06-21,hillanddale,iNaturalist,9535282,,2024-09-01,arial,iNaturalist,240014231,,177,confirmed,observed,,78016,VAS,78016,Menyanthes trifoliata,accepted
Micranthes ferruginea,(Graham) Brouillet & Gornall,,russethair saxifrage,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Micrantheae,Micranthes,Micranthes ferruginea,,,,native,S5 (2015),,1913-07-30,John Davidson,UBC,V31082,,2024-09-30,Ben Keen,iNaturalist,244940367,,396,confirmed,observed,,78024,VAS,78024,Micranthes ferruginea,accepted
